,Case Number,Year,Type,Country,Types,Decade
1006,1919.12.30.R,1919,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1007,1919.12.07,1919,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1008,1919.11.18,1919,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1009,1919.01.17,1919,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1010,1919.01.09,1919,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1011,1919.01.05,1919,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1012,1918.09.19,1918,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1013,1918.03.22,1918,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1014,1918.00.00,1918,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1015,1917.12.15,1917,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1016,1916.12.30,1916,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1017,1916.12.08.b,1916,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1018,1916.12.08.a,1916,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1019,1916.11.10,1916,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1020,1916.11.09,1916,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1021,1916.04.25.R,1916,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1022,1916.04.03,1916,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1023,1916.03.19,1916,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1024,1915.12.09.R,1915,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1025,1915.11.10,1915,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1026,1915.11.08,1914,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1027,1915.03.29,1915,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1028,1915.02.06,1915,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1029,1915.01.01,1915,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1030,1914.12.04.R,1914,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1031,1914.06.10,1914,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1032,1914.02.09.R,1914,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1033,1914.02.03,1914,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1034,1914.01.17.R,1914,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1035,1913.11.21,1913,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1036,1913.05.02,1913,Provoked,AUSTRALIA,Provoked,1910.0
1037,1913.01.00,1913,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1038,1913.00.00.a,1913,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1039,1912.02.22,1912,Provoked,AUSTRALIA,Provoked,1910.0
1040,1912.02.19,1912,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1041,1912.01.26,1912,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1042,1912.01.06,1912,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1043,1912.01.01,1912,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1044,1911.10.25,1911,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1045,1911.03.29.R,1911,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1046,1911.01.04,1911,Sea Disaster,AUSTRALIA,Sea Disaster,1910.0
1047,1910.12.23.R,1910,Sea Disaster,AUSTRALIA,Sea Disaster,1900.0
1048,1910.11.24,1910,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1049,1910.02.16,1910,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1050,1910.01.26,1910,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1051,1909.12.15.R,1909,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1052,1909.12.05,1909,Provoked,AUSTRALIA,Provoked,1900.0
1053,1909.06.18,1909,Sea Disaster,AUSTRALIA,Sea Disaster,1900.0
1054,1909.00.00,1909,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1055,1908.09.21,1908,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1056,1907.12.21,1907,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1057,1907.10.18.R,1907,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1058,1907.10.14,1907,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1059,1907.02.03,1907,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1060,1906.09.05.R,1906,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1061,1906.04.16,1906,Provoked,AUSTRALIA,Provoked,1900.0
1062,1906.04.14,1906,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1063,1906.01.28,1906,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1064,1905.09.29,1905,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1065,1905.03.26,1905,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1066,1904.02.07,1904,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1067,1903.06.21,1903,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1068,1903.03.20.R,1903,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1069,1903.03.12,1903,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1070,1903.01.10,1903,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1071,1902.11.10,1902,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1072,1902.01.25.R,1902,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1073,1902.01.19,1902,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1074,1901.12.01,1901,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1075,1901.01.30,1901,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1076,1900.12.27,1900,Unprovoked,AUSTRALIA,Unprovoked,
1077,1900.09.15,1900,Unprovoked,AUSTRALIA,Unprovoked,
1078,1900.01.28,1900,Unprovoked,AUSTRALIA,Unprovoked,
1079,1899.12.18,1899,Unprovoked,AUSTRALIA,Unprovoked,
1080,1899.10.28,1899,Boating,AUSTRALIA,Boating,
1081,1898.12.28.R,1898,Unprovoked,AUSTRALIA,Unprovoked,
1082,1896.12.23,1896,Boating,AUSTRALIA,Boating,
1083,1896.11.29,1896,Unprovoked,AUSTRALIA,Unprovoked,
1084,1896.11.01,1896,Unprovoked,AUSTRALIA,Unprovoked,
1085,1896.01.11,1896,Unprovoked,AUSTRALIA,Unprovoked,
1086,1895.12.09,1895,Unprovoked,AUSTRALIA,Unprovoked,
1087,1895.11.16,1895,Unprovoked,AUSTRALIA,Unprovoked,
1088,1895.06.03.R,1895,Unprovoked,AUSTRALIA,Unprovoked,
1089,1895.03.15,1895,Unprovoked,AUSTRALIA,Unprovoked,
1090,1895.02.27,1895,Unprovoked,AUSTRALIA,Unprovoked,
1091,1895.00.00.b,1895,Boating,AUSTRALIA,Boating,
1092,1894.11.28,1894,Unprovoked,AUSTRALIA,Unprovoked,
1093,1893.04.14,1893,Unprovoked,AUSTRALIA,Unprovoked,
1094,1892.11.09.R,1892,Unprovoked,AUSTRALIA,Unprovoked,
1095,1892.11.06,1892,Unprovoked,AUSTRALIA,Unprovoked,
1096,1892.03.02,1892,Provoked,AUSTRALIA,Provoked,
1097,1892.00.00,1892,Provoked,AUSTRALIA,Provoked,
1098,1891.12.31.R,1891,Unprovoked,AUSTRALIA,Unprovoked,
1099,1890.00.00.e,1890,Unprovoked,AUSTRALIA,Unprovoked,
1100,1889.11.22,1889,Unprovoked,AUSTRALIA,Unprovoked,
1101,1889.07.08,1889,Unprovoked,AUSTRALIA,Unprovoked,
1102,1888.12.09,1888,Unprovoked,AUSTRALIA,Unprovoked,
1103,1888.12.00,1888,Unprovoked,AUSTRALIA,Unprovoked,
1104,1888.06.24,1888,Boating,AUSTRALIA,Boating,
1105,1888.01.22,1888,Boating,AUSTRALIA,Boating,
1106,1887.12.04,1887,Unprovoked,AUSTRALIA,Unprovoked,
1107,1887.03.12,1887,Boating,AUSTRALIA,Boating,
1108,1886.06.17,1886,Unprovoked,AUSTRALIA,Unprovoked,
1109,1886.04.26,1886,Unprovoked,AUSTRALIA,Unprovoked,
1110,1886.02.13.R,1886,Boating,AUSTRALIA,Boating,
1111,1886.01.26,1886,Unprovoked,AUSTRALIA,Unprovoked,
1112,1886.00.00,1886,Unprovoked,AUSTRALIA,Unprovoked,
1113,1885.11.26.R,1885,Boating,AUSTRALIA,Boating,
1114,1885.11.26,1885,Unprovoked,AUSTRALIA,Unprovoked,
1115,1884.12.13,1884,Sea Disaster,AUSTRALIA,Sea Disaster,
1116,1884.01.14,1884,Unprovoked,AUSTRALIA,Unprovoked,
1117,1883.12.19,1883,Unprovoked,AUSTRALIA,Unprovoked,
1118,1883.09.14.R,1883,Unprovoked,AUSTRALIA,Unprovoked,
1119,1883.02.26.R,1883,Unprovoked,AUSTRALIA,Unprovoked,
1120,1883.02.25.R,1883,Unprovoked,AUSTRALIA,Unprovoked,
1121,1883.01.21,1883,Unprovoked,AUSTRALIA,Unprovoked,
1122,1882.05.14,1882,Unprovoked,AUSTRALIA,Unprovoked,
1123,1882.05.12.R,1882,Unprovoked,AUSTRALIA,Unprovoked,
1124,1882.04.15,1882,Unprovoked,AUSTRALIA,Unprovoked,
1125,1882.02.07.R,1882,Unprovoked,AUSTRALIA,Unprovoked,
1126,1882.01.23.R,1882,Unprovoked,AUSTRALIA,Unprovoked,
1127,1882.00.00.a,1882,Unprovoked,AUSTRALIA,Unprovoked,
1128,1880.11.25,1880,Unprovoked,AUSTRALIA,Unprovoked,
1129,1880.10.10,1880,Sea Disaster,AUSTRALIA,Sea Disaster,
1130,1880.01.22,1880,Boating,AUSTRALIA,Boating,
1131,1880.01.03,1880,Unprovoked,AUSTRALIA,Unprovoked,
1132,1879.11.10,1879,Unprovoked,AUSTRALIA,Unprovoked,
1133,1878.11.17,1878,Unprovoked,AUSTRALIA,Unprovoked,
1134,1878.00.00,1878,Unprovoked,AUSTRALIA,Unprovoked,
1135,1877.12.15,1877,Unprovoked,AUSTRALIA,Unprovoked,
1136,1877.12.12,1877,Unprovoked,AUSTRALIA,Unprovoked,
1137,1877.09.15,1877,Unprovoked,AUSTRALIA,Unprovoked,
1138,1877.04.07,1877,Provoked,AUSTRALIA,Provoked,
1139,1877.04.04.,1877,Unprovoked,AUSTRALIA,Unprovoked,
1140,1877.02.17.R,1877,Unprovoked,AUSTRALIA,Unprovoked,
1141,1877.01.28,1877,Unprovoked,AUSTRALIA,Unprovoked,
1142,1877.01.24.R,1877,Unprovoked,AUSTRALIA,Unprovoked,
1143,1876.05.14,1876,Unprovoked,AUSTRALIA,Unprovoked,
1144,1876.02.06,1876,Unprovoked,AUSTRALIA,Unprovoked,
1145,1876.00.00.b,1876,Unprovoked,AUSTRALIA,Unprovoked,
1146,1876.00.00.a,1876,Unprovoked,AUSTRALIA,Unprovoked,
1147,1875.11.27.R,1875,Unprovoked,AUSTRALIA,Unprovoked,
1148,1874.11.21,1874,Unprovoked,AUSTRALIA,Unprovoked,
1149,1875.00.00,1870,Unprovoked,AUSTRALIA,Unprovoked,
1150,1874.01.09,1874,Unprovoked,AUSTRALIA,Unprovoked,
1151,1873.01.09.R,1873,Unprovoked,AUSTRALIA,Unprovoked,
1152,1872.02.26,1872,Sea Disaster,AUSTRALIA,Sea Disaster,
1153,1871.00.00.c,1871,Unprovoked,AUSTRALIA,Unprovoked,
1154,1871.00.00.b,1871,Unprovoked,AUSTRALIA,Unprovoked,
1155,1871.00.00.a,1871,Unprovoked,AUSTRALIA,Unprovoked,
1156,1870.05.26.R,1870,Unprovoked,AUSTRALIA,Unprovoked,
1157,1870.01.09,1870,Unprovoked,AUSTRALIA,Unprovoked,
1158,1869.04.15.R,1869,Unprovoked,AUSTRALIA,Unprovoked,
1159,1868.01.04.R,1868,Sea Disaster,AUSTRALIA,Sea Disaster,
1160,1868.00.00.b,1888,Unprovoked,AUSTRALIA,Unprovoked,
1161,1867.01.26.R,1867,Boating,AUSTRALIA,Boating,
1162,1865.00.00,1865,Boating,AUSTRALIA,Boating,
1163,1863.04.00,1863,Unprovoked,AUSTRALIA,Unprovoked,
1164,1863.03.05,1863,Unprovoked,AUSTRALIA,Unprovoked,
1165,1863.01.10,1863,Unprovoked,AUSTRALIA,Unprovoked,
1166,1862.12.19.R,1862,Unprovoked,AUSTRALIA,Unprovoked,
1167,1861.01.15.R,1861,Unprovoked,AUSTRALIA,Unprovoked,
1168,1860.12.26,1860,Unprovoked,AUSTRALIA,Unprovoked,
1169,1858.03.14,1858,Unprovoked,AUSTRALIA,Unprovoked,
1170,1856.02.06,1856,Unprovoked,AUSTRALIA,Unprovoked,
1171,1855.11.11,1855,Unprovoked,AUSTRALIA,Unprovoked,
1172,1855.04.09.R,1855,Unprovoked,AUSTRALIA,Unprovoked,
1173,1855.03.28,1855,Unprovoked,AUSTRALIA,Unprovoked,
1174,1853.11.08,1853,Unprovoked,AUSTRALIA,Unprovoked,
1175,1853.00.00.d,1853,Unprovoked,AUSTRALIA,Unprovoked,
1176,1852.10.09.R,1852,Unprovoked,AUSTRALIA,Unprovoked,
1177,1849.12.09,1849,Unprovoked,AUSTRALIA,Unprovoked,
1178,1849.12.01,1849,Unprovoked,AUSTRALIA,Unprovoked,
1179,1849.09.19,1849,Unprovoked,AUSTRALIA,Unprovoked,
1180,1847.11.30,1847,Unprovoked,AUSTRALIA,Unprovoked,
1181,1847.03.11,1847,Sea Disaster,AUSTRALIA,Sea Disaster,
1182,1847.00.00.c,1847,Unprovoked,AUSTRALIA,Unprovoked,
1183,1845.12.26,1845,Unprovoked,AUSTRALIA,Unprovoked,
1184,1842.00.00.a,1842,Unprovoked,AUSTRALIA,Unprovoked,
1185,1841.03.27,1841,Unprovoked,AUSTRALIA,Unprovoked,
1186,1840.12.00,1840,Unprovoked,AUSTRALIA,Unprovoked,
1187,1840.02.00,1840,Boat,AUSTRALIA,Boating,
1188,1839.00.00.b,1839,Unprovoked,AUSTRALIA,Unprovoked,
1189,1837.01.17,1837,Unprovoked,AUSTRALIA,Unprovoked,
1190,1836.00.00.a,1836,Unprovoked,AUSTRALIA,Unprovoked,
1191,1832.06.04,1832,Unprovoked,AUSTRALIA,Unprovoked,
1192,1832.01.23.R,1832,Unprovoked,AUSTRALIA,Unprovoked,
1193,1825.00.00.b,1820,Unprovoked,AUSTRALIA,Unprovoked,
1194,1807.01.12,1807,Unprovoked,AUSTRALIA,Unprovoked,
1195,1804.02.26.R,1804,Boat,AUSTRALIA,Boating,
1196,1803.03.00,1803,Unprovoked,AUSTRALIA,Unprovoked,
1197,1791.00.00,1791,Unprovoked,AUSTRALIA,Unprovoked,
1198,1788.05.10,1788,Boat,AUSTRALIA,Boating,
1199,ND-0139,1880,Unprovoked,AUSTRALIA,Unprovoked,
1200,ND-0138,1909,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1201,ND-0116,1936,Unprovoked,AUSTRALIA,Unprovoked,1930.0
1202,ND.0104,1950,Unprovoked,AUSTRALIA,Unprovoked,1940.0
1203,ND.0075,1963,Unprovoked,AUSTRALIA,Unprovoked,1960.0
1204,ND.0074,1926,Unprovoked,AUSTRALIA,Unprovoked,1920.0
1205,ND.0025,1927,Unprovoked,AUSTRALIA,Unprovoked,1920.0
1206,ND.0020,1920,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1207,ND.0009,1906,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1208,ND.0008,1906,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1209,ND.0007,1906,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1210,ND.0006,1906,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1211,ND.0005,1903,Unprovoked,AUSTRALIA,Unprovoked,1900.0
1212,ND.0004,1903,Unprovoked,AUSTRALIA,Unprovoked,1900.0
